新闻id,内容,链接
93,LINQ 推出加密-法币交易平台第二版，Sui 结算时间缩短至五秒LINQ 在 Sui 上推出了其加密-法币交易平台的第二版。据 NS3 报道，Sui 表示结算时间从 60 秒缩短至五秒。此次更新允许用户在钱包内购买尼日利亚奈拉，并增加了银行存款、取款和自动存款功能。,https://www.binance.com/zh-CN/square/post/302905101612465
94,地缘政治 | 欧盟与冰岛签署安全与防务伙伴关系欧盟外交与安全政策高级代表卡拉斯表示，今天签署的欧盟-冰岛安全与防务伙伴关系将双方关系提升到一个新水平。,https://www.binance.com/zh-CN/square/post/302904262390114
95,美国耐用品订单月率终值符合预期据金十数据报道，美国1月耐用品订单月率终值为0%，与预期和前值一致。这一数据表明美国耐用品订单在1月没有增长，符合市场预期。,https://www.binance.com/zh-CN/square/post/302904214284145
96,美国1月工厂订单月率符合预期据金十数据报道，美国1月工厂订单月率为0.1%，符合市场预期。此前的前值由-0.70%修正为-0.4%。,https://www.binance.com/zh-CN/square/post/302904193810786
97,"BTC 跌破 72,000 USDT，24 小时跌幅2.23%据币安行情数据显示，BTC 跌破 72,000 USDT，现报价 71,993.648438 USDT，24 小时跌幅2.23%。",https://www.binance.com/zh-CN/square/post/302903655669009
98,雅苒减少印度氨和尿素产量，天然气供应受限据金十数据报道，植物营养生产及供应商雅苒（Yara）表示，由于天然气供应有限，公司已减少在印度的部分氨和尿素产量。,https://www.binance.com/zh-CN/square/post/302903237741650
99,美国白宫：《琼斯法案》豁免令持续60天据金十数据报道，美国白宫宣布，《琼斯法案》的豁免令将持续60天。这一决定可能对相关行业和市场产生影响，值得关注。,https://www.binance.com/zh-CN/square/post/302903205618369
100,亚利桑那州检察长对预测平台Kalshi提起诉讼亚利桑那州检察长Kris Mayes于3月17日对预测平台Kalshi提起诉讼。据动区动趋发布的文章，CFTC主席对此表示，这不是犯罪，而是管辖权争议。,https://www.binance.com/zh-CN/square/post/302903044426993
101,Meta 在曼哈顿开设首家旗舰店，进军实体零售Meta 正在曼哈顿开设其首家旗舰店，进一步推动其在实体零售领域的扩张。Bloomberg 在 X（原 Twitter）发文表示，这家店位于全球最昂贵的购物走廊之一，标志着 Meta 在实体零售方面的重要举措。,https://www.binance.com/zh-CN/square/post/302902975011026
102,市场对美联储降息预期降低，中东局势推高油价债券交易员降低了今年美联储降息的预期。Bloomberg 在 X（原 Twitter）发文表示，中东战争导致油价上涨，同时美国通胀指标超出预期。,https://www.binance.com/zh-CN/square/post/302902759826482
103,Fidelity Custody 转出 4300 枚 ETH，匿名地址间资金流动据 ChainCatcher 报道，Arkham 数据显示，在 21:33，4300 枚 ETH 从 Fidelity Custody 转出至一匿名地址（0xeD88...开头）。随后，该地址在 21:36 又收到 4300 枚 ETH 从另一匿名地址（0x7240...开头）。,https://www.binance.com/zh-CN/square/post/302902710788418
104,地缘政治 | 伊朗威胁报复，布伦特原油短暂突破105美元伊朗表示可能会对其能源设施遭袭进行报复，目标是中东三国的石油设施。布伦特原油因此短暂突破每桶105美元。据 NS3 报道，现货黄金周三下跌超过3%，现货白银下跌超过4%。,https://www.binance.com/zh-CN/square/post/302902101102418
105,股票市场 | 美股开盘下跌，涉及加密货币的股票也下滑美国股市开盘走低，涉及加密货币的股票也出现下跌。据 NS3 报道，Strategy 股价下跌 3.06%。道琼斯指数、标准普尔 500 指数和纳斯达克指数均开盘下跌。,https://www.binance.com/zh-CN/square/post/302902041971938
106,地缘政治 | 伊朗警告后沙特阿美撤离萨姆雷夫炼油厂据金十数据报道，伊朗发出警告后，沙特阿美已撤离位于萨姆雷夫的炼油厂。这一行动引发了对地区安全局势的关注。,https://www.binance.com/zh-CN/square/post/302901768679265
107,"地缘政治 | 民主党参议员指责司法部副部长阻挠爱泼斯坦文件公开民主党参议员 Ron Wyden 指责司法部副部长 Todd Blanche 阻挠一份涉及毒品贩运和洗钱的未删节爱泼斯坦文件的公开。

Bloomberg 在 X（原 Twitter）发文表示，Wyden 认为此举可能影响公众对司法公正的信任，并呼吁尽快公开相关文件，以确保透明度和问责制。",https://www.binance.com/zh-CN/square/post/302901524324130
108,加拿大央行：加息或削弱经济，降息或推高CPI据金十数据报道，加拿大央行表示，加息可能会对经济产生削弱作用，而降息则可能导致消费者价格指数（CPI）上升。这一表态反映了央行在货币政策调整中的两难局面。,https://www.binance.com/zh-CN/square/post/302901251100530
109,加拿大央行行长：伊朗冲突扩大经济结果范围据金十数据报道，加拿大央行行长麦克勒姆表示，伊朗冲突已扩大可能经济结果的范围。这一局势可能对全球经济产生广泛影响，尤其是在能源市场和国际贸易方面。麦克勒姆强调，央行将密切关注事态发展，以评估其对加拿大经济的潜在影响。,https://www.binance.com/zh-CN/square/post/302901228675121
110,加拿大央行行长：伊朗战争爆发后金融状况趋紧据金十数据报道，加拿大央行行长麦克勒姆表示，伊朗战争爆发后，全球金融状况已经趋紧。这一局势可能对全球经济产生深远影响，需密切关注未来发展。,https://www.binance.com/zh-CN/square/post/302901189153714
111,加拿大央行行长：伊朗战争增添不确定性加拿大央行行长麦克勒姆表示，伊朗战争为全球经济增添了新的不确定性层次。这种不确定性可能对市场和经济产生广泛影响，需密切关注局势发展。,https://www.binance.com/zh-CN/square/post/302901127884898
112,加拿大央行：经济风险下降，CPI风险上升据金十数据报道，加拿大央行表示，自1月预测以来，经济风险有所下降，但消费者价格指数（CPI）风险则有所上升。,https://www.binance.com/zh-CN/square/post/302900658156050
113,地缘政治 | 伊朗誓言打击中东三国石油设施，油价大幅走高据金十数据报道，伊朗誓言打击中东三国的石油设施，导致油价大幅上涨。能化板块几乎全线上扬，其中低硫燃料油、甲醇和乙二醇的涨幅均超过7%。,https://www.binance.com/zh-CN/square/post/302900378619586
114,地缘政治 | 美国《琼斯法案》豁免适用于多种能源据金十数据报道，市场消息显示，美国《琼斯法案》豁免将适用于石油、天然气、化肥和煤炭。这一豁免可能对相关行业产生重要影响，涉及能源运输和供应链的调整。,https://www.binance.com/zh-CN/square/post/302900347730994
115,市场趋势 | 美国加密交易者积极使用链上工具赚取稳定币收益一项针对 1000 名活跃的美国加密交易者的调查显示，超过 65% 的受访者使用链上工具赚取稳定币收益。据 NS3 报道，调查还发现超过四分之一的受访者定期这样做，而 90% 的受访者对结合交易所基础设施与链上执行的模式反应积极。,https://www.binance.com/zh-CN/square/post/302899672687954
116,"地缘政治 | 伊朗警告波斯湾国家能源资产成合法目标伊朗警告波斯湾国家，部分能源资产现已成为“合法目标”，此举是在以色列袭击其南帕尔斯大气田后发出的。

Bloomberg 在 X（原 Twitter）发文表示，此事件进一步震动了油气市场，引发广泛关注。",https://www.binance.com/zh-CN/square/post/302899343119473
117,Tempo 集成 RedStone 数据源，支持非美元结算Tempo 集成了 RedStone 作为其主要数据源提供商，提供外汇和稳定币价格的亚秒级更新。据 NS3 报道，该集成包括 pathUSD 的首个原生数据源，以及直接非美元结算的基础设施。Tempo 表示，这将支持其原生外汇去中心化交易所的启动。,https://www.binance.com/zh-CN/square/post/302898903464017
118,美国允许委内瑞拉国家石油公司某些交易据金十数据报道，美国政府已批准涉及委内瑞拉国家石油公司的某些交易。这一决定可能会对国际石油市场产生影响，并引发对美国与委内瑞拉关系的关注。,https://www.binance.com/zh-CN/square/post/302898871932513
119,以色列国防军：探测到伊朗新一轮弹道导弹袭击据金十数据报道，以色列国防军探测到来自伊朗的新一轮弹道导弹袭击。预计未来几分钟内，以色列中部地区将响起警报。,https://www.binance.com/zh-CN/square/post/302898794154946
120,地缘政治 | 德国总理默茨：与多国领导人密切沟通中东问题德国总理默茨表示，他几乎每天都会与法国总统马克龙、意大利总理梅洛尼以及英国首相斯塔默就中东问题保持联系。据金十数据报道，默茨强调了与这些国家领导人沟通的重要性，以应对中东地区的复杂局势。,https://www.binance.com/zh-CN/square/post/302898699235825
121,"Ethereum基金会增加存款至Morpho平台Ethereum基金会宣布再向Morpho平台存入3,400枚ETH。据NS3报道，此次存款是在去年十月存入2,400枚ETH和600万美元稳定币之后进行的。",https://www.binance.com/zh-CN/square/post/302898357886210
122,Tempo 主网启动，支持 100 多项服务Tempo 推出其主网，支持超过 100 项与 Machine Payments Protocol 兼容的服务。据 NS3 报道，该网络包括与 Stripe 共同开发的机器对机器支付标准，还支持汇款和代币化存款。,https://www.binance.com/zh-CN/square/post/302898336021361
123,比特币挖矿公司 American Bitcoin 持有量超越 Galaxy Digital由特朗普家族支持的比特币挖矿公司 American Bitcoin 宣布其比特币持有量已超越 Galaxy Digital。据 Foresight News 报道，目前 American Bitcoin 持有约 6899 枚 BTC。,https://www.binance.com/zh-CN/square/post/302897705162082
124,标准普尔道琼斯指数公司授权S&P 500指数用于Hyperliquid永续合约交易标准普尔道琼斯指数公司已授权S&P 500指数用于Hyperliquid平台的永续合约交易。方程式新闻在 X（原Twitter）表示，该授权将促进市场流动性和交易活动。Hyperliquid平台的市值为10419M，显示出其在市场中的重要性。,https://www.binance.com/zh-CN/square/post/302897014269730
125,地缘政治 | 美国财政部发布委内瑞拉相关通用许可证据金十数据报道，美国财政部发布了一项与委内瑞拉相关的通用许可证。这一举措可能影响两国之间的经济和政治关系。,https://www.binance.com/zh-CN/square/post/302897875034929
126,地缘政治 | 德国总理默茨：将直接参与乌克兰安全保障谈判德国总理默茨表示，他已告知美国总统，一旦时机成熟，德国将与乌克兰直接参与有关乌克兰安全保障的谈判。默茨强调，德国在乌克兰问题上将发挥积极作用，以确保地区安全与稳定。,https://www.binance.com/zh-CN/square/post/302897852373009
127,Mar-a-Lago 附近居民对飞机噪音不满Mar-a-Lago 附近的居民对飞机噪音表示不满。Bloomberg 在 X（原 Twitter）发文表示，虽然飞机不再低空飞过总统特朗普的 Mar-a-Lago 庄园，但却飞过附近居民的豪宅，导致噪音问题。,https://www.binance.com/zh-CN/square/post/302896075220530
